,zip,cbp_total_employees,cbp_total_establishments
3829,12980,57,15
3830,12981,82,20
3831,12983,2904,281
3832,12985,30,12
3833,12986,1003,150
3834,12987,15,4
3835,12989,18,8
3836,12992,245,56
3837,12993,243,54
3838,12996,370,45
3839,12997,420,44
3840,13021,14687,982
3841,13022,239,12
3842,13026,894,32
3843,13027,6498,512
3844,13028,68,17
3845,13029,948,142
3846,13030,277,51
3847,13031,4198,351
3848,13032,1854,209
3849,13033,269,56
3850,13034,24,11
3851,13035,3146,214
3852,13036,1454,193
3853,13037,1457,144
3854,13039,7548,476
3855,13040,212,39
3856,13041,1693,159
3857,13042,81,21
3858,13044,231,40
3859,13045,13121,745
3860,13052,135,30
3861,13053,937,105
3862,13054,57,19
3863,13057,25089,1000
3864,13060,456,66
3865,13061,44,11
3866,13063,66,26
3867,13064,54,21
3868,13065,17,3
3869,13066,5263,411
3870,13068,969,74
3871,13069,5451,460
3872,13071,132,20
3873,13072,11,6
3874,13073,529,83
3875,13074,248,53
3876,13076,149,30
3877,13077,696,125
3878,13078,1985,163
3879,13080,362,53
3880,13081,138,23
3881,13082,307,40
3882,13083,178,26
3883,13084,507,82
3884,13087,30,4
3885,13088,13215,606
3886,13089,111,4
3887,13090,8591,538
3888,13092,89,28
3889,13093,9,4
3890,13101,166,29
3891,13102,19,5
3892,13104,2497,331
3893,13108,792,137
3894,13110,106,29
3895,13111,54,20
3896,13112,112,24
3897,13113,22,4
3898,13114,590,93
3899,13115,82,10
3900,13116,307,38
3901,13117,26,7
3902,13118,836,98
3903,13120,150,27
3904,13121,27,8
3905,13122,86,24
3906,13123,6,3
3907,13126,11750,682
3908,13131,342,59
3909,13132,76,26
3910,13135,772,119
3911,13138,70,12
3912,13140,338,58
3913,13141,183,15
3914,13142,1959,174
3915,13143,238,33
3916,13144,31,9
3917,13145,117,25
3918,13146,239,23
3919,13147,39,9
3920,13148,3751,231
3921,13152,3175,262
3922,13153,1284,19
3923,13155,60,6
3924,13156,139,27
3925,13157,166,21
3926,13158,42,15
3927,13159,1525,128
3928,13160,294,35
3929,13162,15,8
3930,13163,195,15
3931,13164,864,45
3932,13165,4404,288
3933,13166,921,99
3934,13167,163,53
3935,13201,949,18
3936,13202,17064,836
3937,13203,9531,284
3938,13204,12560,660
3939,13205,3452,227
3940,13206,8900,559
3941,13207,463,82
3942,13208,5015,411
3943,13209,5496,295
3944,13210,17082,464
3945,13211,4046,221
3946,13212,12826,597
3947,13214,9982,377
3948,13215,2986,190
3949,13217,144,8
3950,13219,4810,323
3951,13220,556,14
3952,13221,1353,12
3953,13224,2890,171
3954,13244,9962,9
3955,13261,41,3
3956,13290,2603,112
3957,13301,48,10
3958,13302,28,10
3959,13303,6,5
3960,13304,399,65
3961,13305,149,12
3962,13308,259,35
3963,13309,1121,143
3964,13310,158,20
3965,13312,26,6
3966,13313,60,12
3967,13314,37,8
3968,13315,41,8
3969,13316,1360,127
3970,13317,613,57
3971,13318,36,14
3972,13319,239,25
3973,13320,124,38
3974,13321,58,9
3975,13322,322,24
3976,13323,4294,244
3977,13324,43,15
3978,13325,49,19
3979,13326,5228,211
3980,13327,149,46
3981,13328,104,19
3982,13329,545,65
3983,13331,84,18
3984,13332,106,34
3985,13334,16,8
3986,13335,1085,33
3987,13337,72,22
3988,13338,47,16
3989,13339,376,90
3990,13340,1771,118
3991,13342,9,3
3992,13343,68,20
3993,13345,6,3
3994,13346,3719,144
3995,13348,127,27
3996,13350,3955,259
3997,13354,216,44
3998,13355,33,11
3999,13357,2066,111
4000,13360,117,32
4001,13361,49,7
4002,13363,78,12
4003,13365,2091,142
4004,13367,2975,223
4005,13368,395,32
4006,13401,17,4
4007,13402,114,25
4008,13403,4369,130
4009,13404,14,5
4010,13406,45,10
4011,13407,455,55
4012,13408,754,62
4013,13409,427,34
4014,13410,160,13
4015,13411,870,41
4016,13413,12661,691
4017,13416,272,35
4018,13417,964,75
4019,13420,639,122
4020,13421,5002,326
4021,13424,3608,78
4022,13425,148,27
4023,13426,3,3
4024,13428,495,45
4025,13431,146,38
4026,13433,65,18
4027,13435,38,8
4028,13436,37,8
4029,13437,22,7
4030,13438,163,48
4031,13439,434,71
4032,13440,9664,714
4033,13441,2786,81
4034,13442,258,13
4035,13450,9,3
4036,13452,639,62
4037,13454,51,9
4038,13455,299,8
4039,13456,225,43
4040,13459,840,38
4041,13460,1315,91
4042,13461,509,48
4043,13464,51,10
4044,13468,26,9
4045,13469,44,13
4046,13470,32,3
4047,13471,122,25
4048,13472,48,22
4049,13473,113,17
4050,13475,9,3
4051,13476,722,71
4052,13477,23,9
4053,13478,5073,46
4054,13479,72,6
4055,13480,603,63
4056,13484,12,3
4057,13485,26,9
4058,13486,107,9
4059,13489,24,8
4060,13490,537,52
4061,13491,363,46
4062,13492,1557,175
4063,13493,315,18
4064,13494,14,5
4065,13495,1584,116
4066,13501,12562,659
4067,13502,21051,791
4068,13503,281,20
4069,13504,143,4
4070,13601,20270,1228
4071,13602,1192,52
4072,13603,10,7
4073,13605,925,88
4074,13606,420,41
4075,13607,878,125
4076,13608,47,16
4077,13611,21,3
4078,13612,104,28
4079,13613,97,15
4080,13614,24,6
4081,13615,170,18
4082,13616,58,13
4083,13617,4996,246
4084,13618,152,45
4085,13619,1643,139
4086,13620,98,25
4087,13621,19,4
4088,13622,225,39
4089,13624,1057,186
4090,13625,96,20
4091,13626,137,28
4092,13627,14,6
4093,13630,87,17
4094,13632,43,8
4095,13634,186,42
4096,13635,36,10
4097,13636,35,10
4098,13637,978,78
4099,13638,38,6
4100,13639,22,3
4101,13640,74,18
4102,13641,6,3
4103,13642,2379,181
4104,13643,42,7
4105,13646,104,42
4106,13647,43,8
4107,13648,272,25
4108,13650,37,15
4109,13651,12,8
4110,13652,34,12
4111,13654,170,27
4112,13655,1414,35
4113,13656,210,34
4114,13658,126,17
4115,13660,86,30
4116,13661,74,25
4117,13662,4877,331
4118,13664,82,12
4119,13665,9,7
4120,13667,224,33
4121,13668,418,48
4122,13669,5112,313
4123,13670,17,5
4124,13672,46,10
4125,13673,314,37
4126,13675,11,3
4127,13676,5381,346
4128,13678,21,3
4129,13679,58,23
4130,13680,74,7
4131,13681,11,7
4132,13682,12,6
4133,13684,61,6
4134,13685,737,41
4135,13687,35,7
4136,13690,144,15
4137,13691,144,33
4138,13692,32,6
4139,13694,161,31
4140,13697,59,17
4141,13699,1500,4
4142,13730,736,47
4143,13731,110,34
4144,13732,797,100
4145,13733,454,85
4146,13734,44,7
4147,13736,74,14
4148,13739,43,12
4149,13740,45,16
4150,13743,336,47
4151,13744,58,11
4152,13745,101,8
4153,13746,181,24
4154,13747,250,5
4155,13748,2511,80
4156,13750,47,12
4157,13751,15,6
4158,13752,3,6
4159,13753,1778,149
4160,13754,563,78
4161,13755,66,19
4162,13756,47,12
4163,13757,27,11
4164,13760,11414,745
4165,13775,94,31
4166,13776,23,11
4167,13777,32,7
4168,13778,2628,113
4169,13780,3,5
4170,13782,137,18
4171,13783,425,65
4172,13784,10,4
4173,13786,9,4
4174,13787,160,33
4175,13788,573,26
4176,13790,9885,513
4177,13794,11,3
4178,13795,2109,67
4179,13796,75,16
4180,13797,53,21
4181,13801,17,7
4182,13802,125,18
4183,13803,528,54
4184,13804,16,7
4185,13807,211,33
4186,13808,111,30
4187,13809,177,12
4188,13810,22,12
4189,13811,189,49
4190,13812,1300,42
4191,13813,112,17
4192,13814,41,5
4193,13815,6554,356
4194,13820,10861,658
4195,13825,170,41
4196,13827,2950,298
4197,13830,318,58
4198,13833,212,29
4199,13835,36,10
4200,13838,3121,132
4201,13839,49,7
4202,13841,10,5
4203,13842,25,4
4204,13843,61,14
4205,13844,13,3
4206,13846,3,4
4207,13849,247,48
4208,13850,12248,693
4209,13851,111,8
4210,13856,1104,127
4211,13861,67,11
4212,13862,994,79
4213,13864,13,7
4214,13865,443,83
4215,13901,10718,581
4216,13902,2293,56
4217,13903,3728,257
4218,13904,5532,230
4219,13905,8531,551
4220,14001,2879,188
4221,14004,1810,208
4222,14005,107,18
4223,14006,1303,167
4224,14008,47,16
4225,14009,2561,149
4226,14010,126,6
4227,14011,626,95
4228,14012,329,30
4229,14013,130,14
4230,14020,11098,677
4231,14021,68,11
4232,14024,128,18
4233,14025,254,54
4234,14026,428,46
4235,14027,158,12
4236,14028,197,13
4237,14030,526,46
4238,14031,5034,317
4239,14032,1110,173
4240,14033,205,51
4241,14034,232,22
4242,14036,1119,75
4243,14037,48,15
4244,14040,218,35
4245,14042,285,55
4246,14043,13202,679
4247,14047,1017,128
4248,14048,6700,323
4249,14051,3453,443
4250,14052,9192,507
4251,14054,69,13
4252,14055,68,20
4253,14056,152,11
4254,14057,850,141
4255,14058,211,28
4256,14059,3361,256
4257,14061,35,8
4258,14062,172,27
4259,14063,3215,258
4260,14065,92,17
4261,14066,166,18
4262,14067,644,85
4263,14068,12054,241
4264,14069,208,17
4265,14070,1078,99
4266,14072,4959,382
4267,14075,10153,882
4268,14080,577,92
4269,14081,798,65
4270,14082,124,10
4271,14083,19,5
4272,14085,326,67
4273,14086,10573,581
4274,14091,26,7
4275,14092,3026,247
4276,14094,15062,1156
4277,14095,550,14
4278,14098,288,45
4279,14101,77,21
4280,14102,66,15
4281,14103,3664,240
4282,14105,436,68
4283,14107,473,4
4284,14108,915,85
4285,14109,1435,5
4286,14110,74,7
4287,14111,583,57
4288,14113,145,15
4289,14120,8865,819
4290,14125,281,37
4291,14126,33,20
4292,14127,16328,930
4293,14129,106,8
4294,14130,30,11
4295,14131,374,77
4296,14132,2074,143
4297,14134,203,16
4298,14135,34,8
4299,14136,808,81
4300,14138,152,27
4301,14139,195,32
4302,14141,3065,248
4303,14143,172,22
4304,14144,116,5
4305,14145,283,35
4306,14150,23134,1096
4307,14151,169,9
4308,14167,152,28
4309,14169,74,6
4310,14170,322,48
4311,14171,332,28
4312,14172,302,58
4313,14173,254,26
4314,14174,442,99
4315,14201,4399,244
4316,14202,21974,816
4317,14203,22631,550
4318,14204,4354,198
4319,14205,51,5
4320,14206,7911,432
4321,14207,10416,508
4322,14208,2365,112
4323,14209,7654,271
4324,14210,13823,315
4325,14211,3222,258
4326,14212,1381,191
4327,14213,3858,308
4328,14214,8909,334
4329,14215,9365,442
4330,14216,5557,476
4331,14217,7525,558
4332,14218,4675,303
4333,14219,7651,382
4334,14220,6956,309
4335,14221,45966,2520
4336,14222,3388,312
4337,14223,3311,318
4338,14224,14074,970
4339,14225,27546,1228
4340,14226,15671,980
4341,14227,8026,428
4342,14228,16555,679
4343,14231,244,9
4344,14240,1940,14
4345,14260,2929,17
4346,14261,1410,10
4347,14263,1014,11
4348,14301,2601,280
4349,14302,1795,20
4350,14303,6942,182
4351,14304,13599,905
4352,14305,2980,247
4353,14410,55,3
4354,14411,2926,226
4355,14413,60,4
4356,14414,2624,182
4357,14416,789,77
4358,14418,73,22
4359,14420,5410,384
4360,14422,239,21
4361,14423,678,81
4362,14424,12387,798
4363,14425,3506,208
4364,14427,195,33
4365,14428,928,127
4366,14429,25,3
4367,14430,105,5
4368,14432,2543,91
4369,14433,973,61
4370,14435,125,28
4371,14437,2321,199
4372,14441,89,13
4373,14443,9,4
4374,14445,4010,276
4375,14449,7,3
4376,14450,12371,929
4377,14453,220,18
4378,14454,2906,223
4379,14456,11171,502
4380,14461,63,14
4381,14462,5,3
4382,14463,115,8
4383,14464,474,73
4384,14466,88,20
4385,14467,2685,196
4386,14468,1647,267
4387,14469,939,127
4388,14470,509,86
4389,14471,379,56
4390,14472,1744,204
4391,14475,19,4
4392,14476,109,21
4393,14477,68,16
4394,14478,728,17
4395,14479,24,3
4396,14480,528,62
4397,14481,180,26
4398,14482,2047,181
4399,14485,931,91
4400,14486,26,6
4401,14487,530,87
4402,14489,1085,128
4403,14502,3151,228
4404,14504,460,35
4405,14505,349,66
4406,14506,696,74
4407,14507,52,20
4408,14510,1606,97
4409,14511,115,10
4410,14512,553,115
4411,14513,5657,299
4412,14514,1136,85
4413,14515,45,4
4414,14516,111,28
4415,14517,333,40
4416,14518,191,6
4417,14519,2956,248
4418,14520,43,3
4419,14521,404,58
4420,14522,1697,176
4421,14525,360,40
4422,14526,4463,427
4423,14527,3516,334
4424,14530,1494,106
4425,14532,1466,82
4426,14533,229,19
4427,14534,11036,909
4428,14536,53,13
4429,14539,55,8
4430,14541,502,32
4431,14542,8,4
4432,14543,804,73
4433,14544,165,24
4434,14546,1265,106
4435,14547,72,6
4436,14548,282,58
4437,14550,241,23
4438,14551,1077,103
4439,14555,122,31
4440,14559,2336,341
4441,14560,62,24
4442,14561,205,30
4443,14563,34,5
4444,14564,14641,746
4445,14568,373,85
4446,14569,2266,181
4447,14571,41,13
4448,14572,1178,68
4449,14580,19188,1236
4450,14585,46,9
4451,14586,11347,164
4452,14589,1440,136
4453,14590,774,92
4454,14591,233,20
4455,14592,51,9
4456,14602,45,11
4457,14603,230,10
4458,14604,10085,398
4459,14605,5052,236
4460,14606,14248,699
4461,14607,12407,726
4462,14608,4966,276
4463,14609,6068,552
4464,14610,6316,334
4465,14611,6748,361
4466,14612,4460,426
4467,14613,2263,178
4468,14614,7056,355
4469,14615,8462,369
4470,14616,3520,317
4471,14617,3021,301
4472,14618,18236,861
4473,14619,859,83
4474,14620,26619,486
4475,14621,14988,488
4476,14622,2865,238
4477,14623,50506,1535
4478,14624,27085,1112
4479,14625,7480,482
4480,14626,15581,762
4481,14627,15087,10
4482,14638,30,3
4483,14642,102,6
4484,14644,142,10
4485,14647,1539,3
4486,14649,219,4
4487,14650,424,8
4488,14652,159,4
4489,14692,1597,9
4490,14701,12520,888
4491,14702,1623,14
4492,14706,858,99
4493,14709,155,24
4494,14710,247,49
4495,14711,117,22
4496,14712,291,58
4497,14715,327,48
4498,14716,179,22
4499,14717,2,3
4500,14718,307,32
4501,14719,236,44
4502,14720,150,9
4503,14721,16,3
4504,14722,245,33
4505,14723,139,18
4506,14724,911,39
4507,14726,31,7
4508,14727,1007,89
4509,14728,84,15
4510,14729,43,15
4511,14730,17,3
4512,14731,1485,113
4513,14732,23,5
4514,14733,3136,130
4515,14735,187,35
4516,14736,99,19
4517,14737,364,58
4518,14738,396,56
4519,14739,455,25
4520,14740,391,15
4521,14741,73,31
4522,14743,97,17
4523,14744,1009,15
4524,14747,148,20
4525,14748,110,7
4526,14750,6320,227
4527,14752,28,7
4528,14753,138,22
4529,14754,5,4
4530,14755,202,40
4531,14756,60,6
4532,14757,641,98
4533,14760,9744,599
4534,14766,6,3
4535,14767,69,17
4536,14769,49,12
4537,14770,337,44
4538,14772,627,57
4539,14775,199,27
4540,14777,47,14
4541,14778,1113,3
4542,14779,2477,142
4543,14781,189,30
4544,14782,140,17
4545,14783,65,7
4546,14784,52,7
4547,14785,59,8
4548,14787,1415,145
4549,14788,122,7
4550,14801,335,58
4551,14802,2087,38
4552,14803,162,22
4553,14804,73,13
4554,14805,7,10
4555,14806,230,31
4556,14807,357,43
4557,14808,21,5
4558,14809,212,42
4559,14810,3889,276
4560,14812,131,33
4561,14813,293,51
4562,14814,613,62
4563,14815,24,9
4564,14816,47,6
4565,14817,68,22
4566,14818,174,31
4567,14820,21,5
4568,14821,271,31
4569,14822,74,15
4570,14823,249,50
4571,14824,198,16
4572,14825,392,9
4573,14826,110,30
4574,14827,24,5
4575,14830,8057,462
4576,14831,1276,5
4577,14836,69,9
4578,14837,636,87
4579,14838,35,8
4580,14839,12,5
4581,14840,653,82
4582,14841,152,25
4583,14842,51,13
4584,14843,4035,305
4585,14845,9522,548
4586,14846,391,10
4587,14847,248,41
4588,14850,45725,1744
4589,14851,75,11
4590,14852,187,13
4591,14853,373,27
4592,14854,20,5
4593,14855,37,6
4594,14858,73,17
4595,14859,6,6
4596,14860,125,18
4597,14861,38,6
4598,14864,24,8
4599,14865,948,58
4600,14867,328,56
4601,14869,209,19
4602,14870,3819,185
4603,14871,360,41
4604,14872,69,6
4605,14873,156,23
4606,14874,15,7
4607,14877,5,3
4608,14878,61,18
4609,14879,63,20
4610,14880,104,21
4611,14881,45,8
4612,14882,724,85
4613,14883,349,52
4614,14884,10,3
4615,14885,30,9
4616,14886,764,139
4617,14887,15,5
4618,14889,110,19
4619,14891,1679,154
4620,14892,1961,134
4621,14893,8,3
4622,14894,58,11
4623,14895,4725,248
4624,14897,23,7
4625,14898,83,15
4626,14901,8175,443
4627,14902,859,19
4628,14903,5557,248
4629,14904,1840,183
4630,14905,3218,85
4631,15001,6806,568
4632,15003,3966,257
4633,15004,587,12
4634,15005,1631,134
4635,15006,80,8
4636,15007,284,29
4637,15009,6934,473
4638,15010,7560,549
4639,15012,5309,414
4640,15014,2721,38
4641,15015,122,16
4642,15017,12268,705
4643,15018,143,13
4644,15019,152,23
4645,15020,110,6
4646,15021,1977,138
4647,15022,3886,242
4648,15024,3764,199
4649,15025,4437,294
4650,15026,1061,68
4651,15027,182,34
4652,15030,462,27
4653,15031,422,26
4654,15032,9,4
4655,15033,910,70
4656,15034,703,46
4657,15035,215,39
4658,15037,1901,217
4659,15038,64,7
4660,15042,1377,108
4661,15043,276,31
4662,15044,7221,608
4663,15045,575,66
4664,15046,542,30
4665,15047,29,10
4666,15049,107,15
4667,15050,172,26
4668,15051,381,19
4669,15052,292,35
4670,15054,134,4
4671,15055,1505,52
4672,15056,2498,97
4673,15057,1489,223
4674,15059,1262,54
4675,15060,35,11
4676,15061,9047,377
4677,15062,1326,112
4678,15063,3865,241
4679,15064,344,29
4680,15065,3838,256
4681,15066,2867,241
4682,15067,315,28
4683,15068,10028,761
4684,15069,206,7
4685,15071,2720,238
4686,15074,2369,173
4687,15076,227,31
4688,15077,1356,10
4689,15078,85,11
4690,15081,32,8
4691,15082,12,4
4692,15083,64,17
4693,15084,4695,299
4694,15085,1505,136
4695,15086,8737,211
4696,15088,482,22
4697,15089,648,99
4698,15090,12560,998
4699,15091,178,7
4700,15096,261,3
4701,15101,4766,479
4702,15102,8783,684
4703,15104,1628,104
4704,15106,7797,576
4705,15108,38087,1168
4706,15110,1033,74
4707,15112,1193,61
4708,15116,2632,282
4709,15120,6799,426
4710,15122,11877,362
4711,15123,329,24
4712,15126,1542,133
4713,15127,148,20
4714,15129,864,139
4715,15131,1951,203
4716,15132,7165,416
4717,15133,242,48
4718,15134,175,6
4719,15135,585,59
4720,15136,8133,591
4721,15137,3510,257
4722,15139,3408,228
4723,15140,435,36
4724,15142,313,39
4725,15143,9329,725
4726,15144,889,91
4727,15145,1902,134
4728,15146,20598,1194
4729,15147,3741,263
4730,15148,856,53
4731,15201,7197,475
4732,15202,3592,327
4733,15203,12735,604
4734,15204,789,74
4735,15205,27576,1088
4736,15206,12370,753
4737,15207,1086,135
4738,15208,2153,177
4739,15209,2182,240
4740,15210,1742,259
4741,15211,1292,135
4742,15212,28371,746
4743,15213,61199,751
4744,15214,1300,97
4745,15215,5217,382
4746,15216,3682,424
4747,15217,6606,547
4748,15218,4326,269
4749,15219,34882,1159
4750,15220,20794,726
4751,15221,6713,514
4752,15222,59207,1593
4753,15223,2752,202
4754,15224,10061,295
4755,15225,3020,102
4756,15226,2527,196
4757,15227,3840,392
4758,15228,3675,411
4759,15229,2239,232
4760,15230,1007,8
4761,15231,3895,82
4762,15232,10209,363
4763,15233,7243,261
4764,15234,4223,387
4765,15235,9929,742
4766,15236,12149,723
4767,15237,26633,1643
4768,15238,21552,729
4769,15239,4893,457
4770,15240,3150,4
4771,15241,8529,703
4772,15242,130,3
4773,15243,4171,198
4774,15258,5402,58
4775,15259,153,7
4776,15260,364,15
4777,15261,309,9
4778,15262,2252,5
4779,15272,918,3
4780,15275,11341,219
4781,15276,3460,94
4782,15301,29177,1525
4783,15311,39,12
4784,15312,193,44
4785,15313,65,10
4786,15314,901,92
4787,15315,23,5
4788,15317,29981,1451
4789,15320,1341,124
4790,15321,240,48
4791,15322,45,13
4792,15323,792,69
4793,15324,55,4
4794,15327,64,9
4795,15329,637,27
4796,15330,4023,157
4797,15331,17,6
4798,15332,1356,135
4799,15333,385,32
4800,15337,56,11
4801,15338,142,17
4802,15339,37,3
4803,15340,315,43
4804,15341,348,7
4805,15342,2004,107
4806,15344,123,14
4807,15345,88,18
4808,15346,17,4
4809,15347,620,30
4810,15348,84,14
4811,15349,1217,40
4812,15350,74,6
4813,15352,78,8
4814,15357,487,27
4815,15358,115,10
4816,15359,98,8
4817,15360,255,28
4818,15362,17,3
4819,15363,45,7
4820,15364,335,6
4821,15366,8,3
4822,15367,581,132
4823,15370,5493,353
4824,15376,79,16
4825,15377,192,12
4826,15379,38,3
4827,15380,498,10
4828,15401,14594,991
4829,15410,82,8
4830,15411,61,17
4831,15412,398,9
4832,15417,1457,114
4833,15419,400,49
4834,15421,94,16
4835,15423,661,26
4836,15424,231,38
4837,15425,4869,409
4838,15427,37,12
4839,15428,111,15
4840,15431,289,53
4841,15432,102,14
4842,15435,16,5
4843,15436,227,45
4844,15437,1350,53
4845,15438,86,20
4846,15440,24,3
4847,15442,552,25
4848,15444,8,3
4849,15445,473,54
4850,15446,44,4
4851,15450,22,3
4852,15451,98,9
4853,15456,1612,63
4854,15458,188,21
4855,15459,434,39
4856,15460,9,3
4857,15461,620,70
4858,15462,47,7
4859,15464,333,14
4860,15465,476,15
4861,15466,30,3
4862,15468,102,14
4863,15469,119,19
4864,15470,227,17
4865,15472,23,6
4866,15473,456,72
4867,15474,50,15
4868,15475,114,17
4869,15477,149,16
4870,15478,1886,100
4871,15479,1153,39
4872,15480,494,28
4873,15482,66,10
4874,15483,23,4
4875,15484,18,3
4876,15486,123,21
4877,15490,23,5
4878,15501,9116,645
4879,15502,55,8
4880,15520,31,4
4881,15521,318,33
4882,15522,6553,421
4883,15530,883,96
4884,15531,465,61
4885,15532,13,3
4886,15533,683,39
4887,15534,6,4
4888,15535,127,21
4889,15536,65,11
4890,15537,2514,213
4891,15538,14,5
4892,15539,84,17
4893,15540,49,5
4894,15541,407,61
4895,15542,101,12
4896,15545,255,36
4897,15546,11,3
4898,15547,313,24
4899,15549,11,3
4900,15550,145,17
4901,15551,23,4
4902,15552,1020,100
4903,15554,129,26
4904,15557,733,73
4905,15558,129,40
4906,15559,114,30
4907,15560,23,6
4908,15562,69,13
4909,15563,998,63
4910,15601,29607,1773
4911,15605,114,3
4912,15610,358,49
4913,15611,120,15
4914,15612,40,5
4915,15613,2024,215
4916,15616,27,5
4917,15617,7,4
4918,15618,481,53
4919,15619,7,3
4920,15620,83,17
4921,15622,1203,28
4922,15623,36,12
4923,15624,155,14
4924,15625,15,3
4925,15626,2792,159
4926,15627,666,68
4927,15628,452,36
4928,15629,27,6
4929,15631,55,9
4930,15632,4048,257
4931,15633,90,4
4932,15635,12,4
4933,15636,293,61
4934,15637,237,36
4935,15639,564,35
4936,15641,36,5
4937,15642,12606,961
4938,15644,3857,332
4939,15646,505,13
4940,15647,41,5
4941,15650,13508,749
4942,15655,254,19
4943,15656,2513,198
4944,15658,1910,247
4945,15661,577,20
4946,15663,553,19
4947,15664,27,3
4948,15665,210,30
4949,15666,9067,415
4950,15668,6955,479
4951,15670,689,74
4952,15671,90,8
4953,15672,5900,124
4954,15673,276,27
4955,15674,189,13
4956,15675,231,17
4957,15676,108,15
4958,15677,101,12
4959,15678,54,10
4960,15679,555,45
4961,15681,869,88
4962,15682,40,3
4963,15683,3694,154
4964,15684,46,11
4965,15685,12,4
4966,15686,268,16
4967,15687,176,20
4968,15688,137,10
4969,15689,33,3
4970,15690,1108,137
4971,15691,90,5
4972,15692,32,16
4973,15693,19,7
4974,15695,12,4
4975,15696,355,15
4976,15697,2071,104
4977,15698,51,11
4978,15701,15152,973
4979,15705,313,5
4980,15710,13,4
4981,15711,23,4
4982,15714,1270,126
4983,15715,143,14
4984,15716,215,11
4985,15717,3638,229
4986,15720,1,3
4987,15721,21,3
4988,15722,466,65
4989,15724,225,31
4990,15725,72,16
4991,15728,499,68
4992,15729,32,12
4993,15731,10,4
4994,15732,115,24
4995,15733,31,3
4996,15734,30,3
4997,15736,162,22
4998,15737,124,15
4999,15738,5,3
5000,15742,68,10
5001,15745,56,3
5002,15746,153,7
5003,15747,432,36
5004,15748,1215,120
5005,15753,166,7
5006,15754,71,4
5007,15757,295,29
5008,15759,285,39
5009,15762,168,14
5010,15764,63,6
5011,15765,206,26
5012,15767,4207,383
5013,15770,24,6
5014,15771,147,12
5015,15772,82,17
5016,15773,55,8
5017,15774,594,55
5018,15779,869,6
5019,15780,22,5
5020,15801,12619,734
5021,15821,44,8
5022,15823,432,14
5023,15824,2594,133
5024,15825,4844,293
5025,15827,12,3
5026,15828,26,3
5027,15829,164,23
5028,15831,48,4
5029,15832,14,3
5030,15834,1632,105
5031,15840,743,43
5032,15841,19,4
5033,15845,713,58
5034,15846,971,61
5035,15848,87,25
5036,15849,210,24
5037,15851,1381,127
5038,15853,2904,209
5039,15856,28,9
5040,15857,8636,478
5041,15860,45,13
5042,15861,24,4
5043,15863,13,3
5044,15864,200,15
5045,15865,251,25
5046,15866,45,3
5047,15868,81,18
5048,15870,302,24
5049,15901,4368,280
5050,15902,1992,183
5051,15904,14193,695
5052,15905,7879,368
5053,15906,2008,144
5054,15907,55,8
5055,15909,467,80
5056,15920,206,18
5057,15921,78,10
5058,15923,142,13
5059,15924,38,7
5060,15926,212,48
5061,15927,65,9
5062,15928,545,35
